Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date
585,HR,Fraudulent Activity,Low,2022-06-13
586,Finance,Non-compliance,High,2022-12-22
587,Marketing,Non-compliance,High,2022-06-28
588,Finance,Fraudulent Activity,High,2022-02-07
589,Operations,Fraudulent Activity,Low,2022-10-24
590,Operations,Non-compliance,Low,2022-07-01
591,Marketing,Control Weakness,High,2022-02-24
592,Finance,Control Weakness,Low,2022-12-22
593,Operations,Control Weakness,Medium,2022-11-16
594,Operations,Fraudulent Activity,High,2022-03-17
595,IT,Fraudulent Activity,High,2022-11-28
596,Finance,Non-compliance,High,2022-04-15
597,IT,Fraudulent Activity,Low,2022-02-20
598,Marketing,Control Weakness,High,2022-09-21
599,Operations,Fraudulent Activity,Medium,2022-12-10
600,Marketing,Non-compliance,Low,2022-03-27
601,HR,Fraudulent Activity,Low,2022-02-04
602,HR,Non-compliance,Low,2022-03-21
603,Operations,Control Weakness,High,2022-03-09
604,Marketing,Control Weakness,Medium,2022-06-02
605,IT,Non-compliance,High,2022-06-29
606,IT,Non-compliance,Low,2022-01-15
607,Finance,Non-compliance,High,2022-09-05
608,Operations,Control Weakness,High,2022-05-16
609,Marketing,Control Weakness,Medium,2022-02-25
610,Finance,Fraudulent Activity,High,2022-01-23
611,Operations,Non-compliance,High,2022-09-16
612,Operations,Control Weakness,High,2022-06-22
613,Marketing,Non-compliance,Medium,2022-11-25
614,Operations,Control Weakness,Medium,2022-12-05
615,Marketing,Non-compliance,Low,2022-11-13
616,HR,Control Weakness,High,2022-07-03
617,IT,Fraudulent Activity,High,2022-04-29
618,Operations,Non-compliance,Medium,2022-09-23
619,Operations,Fraudulent Activity,High,2022-10-05
620,Marketing,Control Weakness,High,2022-08-17
621,Operations,Control Weakness,Low,2022-08-14
622,Marketing,Control Weakness,High,2022-03-22
623,HR,Control Weakness,High,2022-12-13
624,Operations,Non-compliance,Low,2022-04-02
625,Marketing,Fraudulent Activity,High,2022-05-31
626,Finance,Non-compliance,Low,2022-02-22
627,HR,Non-compliance,Low,2022-11-03
628,HR,Fraudulent Activity,Low,2022-05-18
629,Marketing,Fraudulent Activity,Low,2022-01-04
630,Operations,Control Weakness,High,2022-03-18
631,HR,Fraudulent Activity,Low,2022-11-16
632,IT,Fraudulent Activity,Low,2022-09-04
633,Marketing,Non-compliance,Low,2022-01-22
634,Marketing,Fraudulent Activity,Low,2022-09-03
635,IT,Control Weakness,Medium,2022-04-29
636,HR,Non-compliance,High,2022-06-12
637,HR,Fraudulent Activity,Low,2022-03-27
638,Marketing,Control Weakness,Low,2022-02-11
639,HR,Non-compliance,Low,2022-09-09
640,HR,Non-compliance,Medium,2022-04-23
641,HR,Non-compliance,High,2022-07-06
642,Marketing,Fraudulent Activity,High,2022-01-10
643,HR,Fraudulent Activity,Low,2022-04-02
644,Marketing,Non-compliance,Medium,2022-03-11
645,Marketing,Fraudulent Activity,High,2022-09-04
646,Finance,Non-compliance,High,2022-11-29
647,IT,Fraudulent Activity,Low,2022-02-25
648,Marketing,Non-compliance,Low,2022-04-16
649,IT,Non-compliance,High,2022-02-24
650,HR,Fraudulent Activity,High,2022-08-03
651,HR,Fraudulent Activity,Low,2022-11-15
652,Operations,Control Weakness,Medium,2022-12-28
653,IT,Control Weakness,High,2022-08-13
654,IT,Control Weakness,Low,2022-01-21
655,Marketing,Control Weakness,Low,2022-12-19
656,Operations,Control Weakness,High,2022-02-09
657,HR,Non-compliance,Low,2022-05-15
658,Marketing,Non-compliance,High,2022-10-01
659,HR,Fraudulent Activity,High,2022-12-12
660,Finance,Non-compliance,Low,2022-03-08
661,Marketing,Control Weakness,Medium,2022-06-16
662,IT,Fraudulent Activity,High,2022-10-31
663,Operations,Fraudulent Activity,Low,2022-07-04
664,HR,Fraudulent Activity,High,2022-05-12
665,IT,Fraudulent Activity,High,2022-09-29
666,Operations,Control Weakness,High,2022-07-18
667,HR,Fraudulent Activity,High,2022-10-10
668,Finance,Control Weakness,High,2022-12-02
669,Operations,Fraudulent Activity,Low,2022-12-24
670,Finance,Fraudulent Activity,High,2022-05-31
671,Operations,Non-compliance,Low,2022-05-06
672,HR,Fraudulent Activity,High,2022-07-19
673,HR,Control Weakness,High,2022-08-11
674,IT,Non-compliance,Medium,2022-04-14
675,Finance,Fraudulent Activity,Medium,2022-01-02
676,HR,Non-compliance,High,2022-01-26
677,HR,Control Weakness,Medium,2022-01-06
678,Marketing,Fraudulent Activity,Medium,2022-02-27
679,HR,Fraudulent Activity,High,2022-04-13
680,HR,Fraudulent Activity,High,2022-08-06
681,Operations,Control Weakness,Medium,2022-11-30
682,Marketing,Fraudulent Activity,High,2022-04-01
683,Operations,Control Weakness,Medium,2022-03-15
684,IT,Non-compliance,High,2022-11-29
685,Operations,Non-compliance,High,2022-02-27
686,HR,Non-compliance,Low,2022-01-21
687,Finance,Fraudulent Activity,Low,2022-10-25
688,Marketing,Non-compliance,Low,2022-02-01
689,HR,Fraudulent Activity,Medium,2022-01-27
690,Marketing,Non-compliance,Medium,2022-11-13
691,Finance,Non-compliance,Medium,2022-01-01
692,Marketing,Control Weakness,Low,2022-09-14
693,IT,Control Weakness,Medium,2022-12-06
694,Operations,Control Weakness,Low,2022-12-31
695,Operations,Control Weakness,Medium,2022-04-17
696,Operations,Non-compliance,Low,2022-01-13
697,HR,Fraudulent Activity,High,2022-05-08
698,Finance,Fraudulent Activity,Medium,2022-03-25
699,Marketing,Fraudulent Activity,High,2022-11-25
700,Marketing,Non-compliance,High,2022-07-31
701,Finance,Non-compliance,Medium,2022-03-02
702,HR,Fraudulent Activity,Low,2022-01-06
703,Operations,Fraudulent Activity,High,2022-12-21
704,Marketing,Fraudulent Activity,High,2022-03-04
705,Operations,Non-compliance,Low,2022-05-10
706,HR,Non-compliance,Medium,2022-07-30
707,HR,Non-compliance,Medium,2022-07-19
708,Operations,Control Weakness,Low,2022-07-26
709,IT,Control Weakness,Medium,2022-03-13
710,IT,Non-compliance,High,2022-08-28
711,Marketing,Fraudulent Activity,Low,2022-08-21
712,IT,Fraudulent Activity,High,2022-04-29
713,HR,Control Weakness,Low,2022-05-04
714,Marketing,Fraudulent Activity,Low,2022-04-16
715,HR,Fraudulent Activity,Low,2022-07-03
716,HR,Fraudulent Activity,Low,2022-05-29
717,HR,Control Weakness,High,2022-01-17
718,IT,Fraudulent Activity,High,2022-04-23
719,Finance,Control Weakness,High,2022-11-19
720,HR,Control Weakness,Medium,2022-12-26
721,Operations,Non-compliance,Low,2022-05-06
722,Marketing,Fraudulent Activity,High,2022-07-16
723,HR,Non-compliance,Low,2022-12-15
724,Finance,Non-compliance,High,2022-11-07
725,Finance,Fraudulent Activity,Medium,2022-02-20
726,HR,Fraudulent Activity,High,2022-05-23
727,Marketing,Fraudulent Activity,Medium,2022-02-02
728,Operations,Fraudulent Activity,Low,2022-12-05
729,HR,Control Weakness,Medium,2022-05-13
730,IT,Control Weakness,Low,2022-08-10
731,IT,Fraudulent Activity,Low,2022-11-02
732,Finance,Non-compliance,Low,2022-02-01
733,IT,Fraudulent Activity,Low,2022-02-08
734,Marketing,Fraudulent Activity,Low,2022-11-20
735,Operations,Non-compliance,High,2022-01-20
736,Operations,Fraudulent Activity,High,2022-08-20
737,HR,Control Weakness,Medium,2022-10-20
738,Operations,Non-compliance,Low,2022-05-22
739,Operations,Non-compliance,Low,2022-07-30
740,Operations,Control Weakness,Medium,2022-04-07
741,Operations,Control Weakness,Medium,2022-12-22
742,IT,Control Weakness,Medium,2022-08-12
743,Operations,Fraudulent Activity,Low,2022-11-29
744,HR,Fraudulent Activity,Low,2022-04-13
745,IT,Non-compliance,Low,2022-01-04
746,Marketing,Control Weakness,Medium,2022-05-01
747,Operations,Fraudulent Activity,Low,2022-12-28
748,Operations,Control Weakness,Medium,2022-05-19
749,Finance,Control Weakness,Medium,2022-07-03
750,IT,Control Weakness,Medium,2022-04-07
751,HR,Control Weakness,Medium,2022-12-20
752,Operations,Fraudulent Activity,High,2022-08-28
753,IT,Control Weakness,High,2022-06-12
754,Operations,Fraudulent Activity,High,2022-08-20
755,Finance,Non-compliance,Medium,2022-10-10
756,Marketing,Fraudulent Activity,Low,2022-08-20
757,HR,Fraudulent Activity,Low,2022-07-09
758,Marketing,Fraudulent Activity,Medium,2022-10-03
759,Operations,Control Weakness,Medium,2022-01-01
760,HR,Control Weakness,Medium,2022-10-29
761,Marketing,Control Weakness,Medium,2022-05-27
762,HR,Non-compliance,Low,2022-12-12
763,Marketing,Non-compliance,Low,2022-03-06
764,Finance,Control Weakness,High,2022-05-05
765,Finance,Fraudulent Activity,High,2022-05-28
766,IT,Control Weakness,High,2022-03-06
767,HR,Control Weakness,High,2022-04-25
768,Finance,Non-compliance,Medium,2022-08-09
769,Operations,Control Weakness,Medium,2022-04-06
770,Marketing,Control Weakness,Low,2022-04-29
771,Finance,Control Weakness,Low,2022-07-22
772,HR,Non-compliance,Low,2022-11-20
773,HR,Non-compliance,Medium,2022-02-19
774,HR,Control Weakness,Low,2022-04-23
775,Finance,Non-compliance,Low,2022-04-24
776,Finance,Fraudulent Activity,High,2022-02-08
777,Finance,Non-compliance,High,2022-08-03
778,Operations,Fraudulent Activity,Medium,2022-09-19
779,Operations,Fraudulent Activity,Low,2022-03-18
780,HR,Non-compliance,Low,2022-01-06
781,Marketing,Fraudulent Activity,Low,2022-02-17
782,Marketing,Fraudulent Activity,Medium,2022-01-15
783,Finance,Non-compliance,Medium,2022-06-25
784,Marketing,Non-compliance,Low,2022-05-15
785,IT,Non-compliance,Low,2022-05-10
786,Marketing,Fraudulent Activity,Medium,2022-12-02
787,Operations,Control Weakness,Medium,2022-03-13
788,Marketing,Control Weakness,Medium,2022-07-10
789,IT,Non-compliance,Medium,2022-04-02
790,Operations,Control Weakness,High,2022-10-11
791,Marketing,Non-compliance,Medium,2022-06-06
792,Finance,Control Weakness,High,2022-10-20
793,HR,Control Weakness,Medium,2022-02-18
794,IT,Control Weakness,High,2022-12-11
795,Operations,Fraudulent Activity,Low,2022-06-06
796,HR,Non-compliance,Low,2022-02-18
797,Finance,Control Weakness,High,2022-04-25
798,IT,Non-compliance,Low,2022-03-21
799,HR,Non-compliance,Low,2022-05-23
800,IT,Non-compliance,Medium,2022-12-04
801,Operations,Control Weakness,High,2022-06-22
802,Marketing,Non-compliance,High,2022-09-22
803,HR,Control Weakness,High,2022-10-30
804,IT,Control Weakness,Low,2022-07-17
805,Marketing,Control Weakness,Medium,2022-05-11
806,Operations,Control Weakness,High,2022-10-04
807,Finance,Non-compliance,Low,2022-10-14
808,Finance,Control Weakness,Medium,2022-02-22
809,IT,Fraudulent Activity,Medium,2022-08-02
810,HR,Control Weakness,High,2022-05-08
811,Marketing,Fraudulent Activity,High,2022-01-13
812,IT,Control Weakness,Low,2022-08-22
813,Marketing,Fraudulent Activity,Medium,2022-03-23
814,HR,Fraudulent Activity,High,2022-05-31
815,IT,Fraudulent Activity,High,2022-05-28
816,HR,Non-compliance,Low,2022-06-22
817,Marketing,Fraudulent Activity,Low,2022-07-15
818,IT,Control Weakness,Low,2022-01-28
819,IT,Non-compliance,Low,2022-08-03
820,IT,Control Weakness,High,2022-10-07
821,Operations,Fraudulent Activity,Medium,2022-09-04
822,Finance,Control Weakness,High,2022-10-25
823,Marketing,Non-compliance,Medium,2022-07-19
824,HR,Fraudulent Activity,Medium,2022-06-18
825,Operations,Non-compliance,Low,2022-08-03
826,IT,Non-compliance,Medium,2022-08-05
827,Operations,Non-compliance,High,2022-07-17
828,Finance,Control Weakness,Medium,2022-09-13
829,HR,Control Weakness,Medium,2022-06-24
830,HR,Fraudulent Activity,High,2022-06-15
831,IT,Fraudulent Activity,Medium,2022-07-01
832,Finance,Control Weakness,Low,2022-06-29
833,Operations,Non-compliance,Low,2022-07-05
834,IT,Fraudulent Activity,Low,2022-08-02
835,Marketing,Non-compliance,Low,2022-01-17
836,IT,Fraudulent Activity,High,2022-06-03
837,IT,Fraudulent Activity,Low,2022-11-22
838,Marketing,Fraudulent Activity,Low,2022-02-09
839,Finance,Fraudulent Activity,High,2022-04-30
840,HR,Control Weakness,Medium,2022-05-14
841,Finance,Non-compliance,Low,2022-07-06
842,Finance,Fraudulent Activity,Low,2022-08-10
843,Operations,Control Weakness,Low,2022-04-22
844,Finance,Fraudulent Activity,Low,2022-06-05
845,Finance,Control Weakness,Low,2022-01-29
846,IT,Fraudulent Activity,High,2022-12-10
847,Marketing,Control Weakness,Low,2022-10-06
848,HR,Fraudulent Activity,Low,2022-10-22
849,Operations,Fraudulent Activity,High,2022-12-03
850,Finance,Non-compliance,High,2022-01-01
851,IT,Fraudulent Activity,Low,2022-03-18
852,Operations,Fraudulent Activity,High,2022-11-01
853,Operations,Control Weakness,Low,2022-04-15
854,Marketing,Control Weakness,High,2022-07-10
855,HR,Control Weakness,High,2022-12-07
856,Finance,Non-compliance,High,2022-11-28
857,Finance,Fraudulent Activity,High,2022-02-22
858,Operations,Fraudulent Activity,Low,2022-11-11
859,Marketing,Non-compliance,Low,2022-12-08
860,Operations,Fraudulent Activity,Medium,2022-10-04
861,Finance,Control Weakness,Medium,2022-04-28
862,Marketing,Control Weakness,Medium,2022-12-28
863,Finance,Fraudulent Activity,High,2022-09-27
864,Marketing,Non-compliance,High,2022-11-18
865,Operations,Control Weakness,High,2022-02-08
866,Marketing,Non-compliance,High,2022-07-18
867,IT,Fraudulent Activity,High,2022-06-12
868,IT,Non-compliance,High,2022-05-01
869,Operations,Non-compliance,Medium,2022-09-06
870,Finance,Control Weakness,Low,2022-03-07
871,Finance,Control Weakness,Low,2022-10-19
872,Finance,Control Weakness,Medium,2022-07-30
873,IT,Fraudulent Activity,Low,2022-11-21
874,Marketing,Non-compliance,Medium,2022-01-21
875,IT,Control Weakness,Medium,2022-01-18
876,HR,Non-compliance,High,2022-09-02
877,Finance,Non-compliance,High,2022-02-24
878,Marketing,Fraudulent Activity,High,2022-09-21
879,Finance,Non-compliance,Low,2022-10-10
880,Marketing,Control Weakness,Low,2022-09-13
881,Marketing,Control Weakness,Medium,2022-07-26
882,Marketing,Non-compliance,Medium,2022-10-13
883,Operations,Control Weakness,Medium,2022-08-07
884,Operations,Fraudulent Activity,Medium,2022-08-27
885,Marketing,Fraudulent Activity,Medium,2022-07-12
886,IT,Non-compliance,Medium,2022-08-05
887,Finance,Control Weakness,High,2022-07-31
888,Operations,Fraudulent Activity,Medium,2022-09-01
889,Finance,Non-compliance,Low,2022-01-20
890,Finance,Fraudulent Activity,Low,2022-03-31
891,Finance,Non-compliance,Low,2022-11-05
892,Operations,Control Weakness,High,2022-01-10
893,Operations,Non-compliance,High,2022-09-26
894,HR,Non-compliance,High,2022-09-07
895,Marketing,Non-compliance,Low,2022-01-17
896,HR,Control Weakness,Medium,2022-10-12
897,IT,Fraudulent Activity,High,2022-10-31
898,Finance,Non-compliance,Low,2022-05-30
899,Marketing,Fraudulent Activity,High,2022-11-05
900,Marketing,Non-compliance,High,2022-05-08
901,HR,Non-compliance,High,2022-02-16
902,Finance,Non-compliance,Low,2022-03-19
903,IT,Non-compliance,High,2022-09-17
904,Finance,Non-compliance,Medium,2022-10-04
905,HR,Control Weakness,High,2022-07-28
906,IT,Non-compliance,Low,2022-09-11
907,HR,Non-compliance,High,2022-08-15
908,Operations,Fraudulent Activity,Low,2022-04-01
909,IT,Non-compliance,Low,2022-12-12
910,Operations,Non-compliance,Medium,2022-09-29
911,Finance,Control Weakness,High,2022-08-19
912,IT,Fraudulent Activity,High,2022-08-02
913,IT,Control Weakness,High,2022-09-05
914,Operations,Fraudulent Activity,Medium,2022-07-24
915,Operations,Fraudulent Activity,Low,2022-03-27
916,Marketing,Fraudulent Activity,High,2022-01-03
917,Marketing,Fraudulent Activity,High,2022-04-12
918,Finance,Fraudulent Activity,Low,2022-08-20
919,HR,Fraudulent Activity,Low,2022-05-14
920,Operations,Non-compliance,High,2022-10-27
921,Marketing,Control Weakness,High,2022-02-23
922,HR,Non-compliance,Low,2022-05-05
923,Finance,Control Weakness,Low,2022-12-29
924,HR,Non-compliance,Medium,2022-02-18
925,Operations,Non-compliance,Low,2022-10-08
926,IT,Fraudulent Activity,Medium,2022-06-15
927,HR,Non-compliance,High,2022-12-03
928,IT,Fraudulent Activity,High,2022-05-09
929,IT,Control Weakness,High,2022-05-02
930,Marketing,Fraudulent Activity,Medium,2022-07-08
931,HR,Fraudulent Activity,Medium,2022-06-12
932,Marketing,Non-compliance,Low,2022-06-09
933,Marketing,Control Weakness,High,2022-08-06
934,IT,Control Weakness,Low,2022-09-15
935,Marketing,Non-compliance,High,2022-03-25
936,Finance,Non-compliance,Medium,2022-10-22
937,IT,Non-compliance,Medium,2022-05-03
938,Operations,Fraudulent Activity,High,2022-04-27
939,HR,Non-compliance,Medium,2022-04-09
940,IT,Control Weakness,Medium,2022-03-25
941,IT,Fraudulent Activity,Medium,2022-05-05
942,HR,Fraudulent Activity,Low,2022-07-06
943,HR,Non-compliance,Low,2022-05-17
944,Operations,Control Weakness,High,2022-12-11
945,HR,Fraudulent Activity,High,2022-01-02
946,Finance,Control Weakness,High,2022-11-24
947,Marketing,Control Weakness,High,2022-04-24
948,Operations,Control Weakness,High,2022-03-02
949,Operations,Control Weakness,High,2022-08-29
950,HR,Fraudulent Activity,Low,2022-10-23
951,Finance,Control Weakness,Low,2022-12-30
952,Operations,Fraudulent Activity,Medium,2022-07-05
953,Finance,Fraudulent Activity,High,2022-04-04
954,Marketing,Non-compliance,High,2022-01-28
955,Marketing,Control Weakness,High,2022-04-24
956,Marketing,Non-compliance,High,2022-06-15
957,IT,Fraudulent Activity,Low,2022-08-02
958,IT,Fraudulent Activity,Low,2022-04-17
959,HR,Non-compliance,Medium,2022-12-07
960,Marketing,Non-compliance,Medium,2022-09-25
961,Marketing,Non-compliance,Medium,2022-03-07
962,IT,Non-compliance,High,2022-04-15
963,Marketing,Fraudulent Activity,Medium,2022-03-21
964,IT,Control Weakness,Low,2022-03-07
965,Operations,Non-compliance,Medium,2022-05-21
966,Operations,Control Weakness,Low,2022-08-13
967,HR,Fraudulent Activity,High,2022-03-06
968,Finance,Control Weakness,Low,2022-10-26
969,Marketing,Fraudulent Activity,Medium,2022-05-28
970,Finance,Non-compliance,Medium,2022-02-18
971,Operations,Non-compliance,Medium,2022-05-09
972,HR,Non-compliance,High,2022-12-03
973,IT,Non-compliance,Medium,2022-04-02
974,Marketing,Fraudulent Activity,High,2022-02-14
975,Finance,Fraudulent Activity,Medium,2022-06-21
976,HR,Control Weakness,Medium,2022-11-30
977,Operations,Fraudulent Activity,Low,2022-08-28
978,Marketing,Non-compliance,Low,2022-03-22
979,IT,Control Weakness,Medium,2022-08-27
980,HR,Fraudulent Activity,Medium,2022-11-09
981,IT,Fraudulent Activity,High,2022-05-22
982,HR,Control Weakness,High,2022-05-01
983,IT,Non-compliance,Low,2022-11-24
984,Operations,Control Weakness,Low,2022-09-18
985,IT,Non-compliance,High,2022-05-15
986,Operations,Fraudulent Activity,Medium,2022-01-30
